sample,gt_notes,gt_midi,fft_f1,fft_res,fft_n,smr_f1,smr_res,smr_n,uni_f1,uni_res,uni_n,mut_f1,mut_res,mut_n
146,6,"[45, 58, 66, 79, 92, 95]",0.41666666666663194,10.173490317546591,12,0.36363636363633056,17.00117031705296,11,0.8333333333331945,3.233378551879564,6,0.9999999999998334,0.018485753222430464,6
147,3,"[51, 61, 96]",0.16666666666665278,21.5031333120374,12,0.9999999999995,9.596842093630835,2,0.9999999999996666,0.015657995551984997,3,0.9999999999996666,0.015657995551984997,3
148,6,"[52, 54, 62, 77, 86, 95]",0.41666666666663194,11.178887588121137,12,0.36363636363633056,11.569038005786823,11,0.9999999999998334,0.015107508123128858,6,0.9999999999998334,0.015107508123128858,6
149,4,"[67, 84, 90, 93]",0.33333333333330556,14.76046151679746,12,0.27272727272724795,16.537797464275908,11,0.99999999999975,0.012053304501500148,4,0.99999999999975,0.012053304501500148,4
150,2,"[60, 82]",0.16666666666665278,18.55157376474832,12,0.19999999999998,14.463561297962496,10,0.9999999999995,0.015267525141232892,2,0.9999999999995,0.015267525141232892,2
151,4,"[59, 76, 81, 84]",0.33333333333330556,7.802110889736173,12,0.36363636363633056,7.330150802931304,11,0.99999999999975,0.00721609937281652,4,0.99999999999975,0.00721609707695874,4
152,3,"[38, 43, 57]",0.16666666666665278,19.52912658906658,12,0.27272727272724795,14.304533747045658,11,0.9999999999996666,0.02135169146671479,3,0.19999999999996,6.558368564393584,5
153,3,"[59, 67, 71]",0.24999999999997916,21.03163463385585,12,0.29999999999997,12.632067270924532,10,0.9999999999996666,0.02237837499892131,3,0.9999999999996666,0.02237837499892131,3
154,2,"[49, 69]",0.16666666666665278,20.621626071002176,12,0.22222222222219754,12.737662609058846,9,0.9999999999995,0.02266885237782841,2,0.9999999999995,0.02266885237782841,2
155,3,"[63, 64, 92]",0.24999999999997916,14.27902355664376,12,0.27272727272724795,16.249033740675433,11,0.9999999999996666,0.014460055376030734,3,0.9999999999996666,0.014460055376030734,3
156,5,"[43, 52, 58, 80, 94]",0.24999999999997916,12.921243810050209,12,0.19999999999998,12.577017425044518,10,0.9999999999997999,0.007692446420418625,5,0.79999999999984,1.1302870704304222,5
157,2,"[70, 72]",0.16666666666665278,16.66456611040422,12,0.19999999999998,9.044498455594967,10,0.9999999999995,0.012125715276950721,2,0.9999999999995,0.012125715276950721,2
158,3,"[38, 53, 85]",0.16666666666665278,18.112694642166076,12,0.22222222222219754,9.63340706232234,9,0.9999999999996666,0.010079727300324953,3,0.9999999999996666,0.010079727300324953,3
159,3,"[64, 80, 91]",0.24999999999997916,12.463103443258065,12,0.29999999999997,19.4267699754631,10,0.9999999999996666,0.010845562359616659,3,0.9999999999996666,0.010845562359616659,3
160,5,"[40, 61, 66, 67, 88]",0.41666666666663194,12.736556390658098,12,0.44444444444439507,9.48516398805204,9,0.99999999999975,3.4813506857151424,4,0.4285714285713673,4.418565833138356,7
161,2,"[42, 81]",0.16666666666665278,18.99998237494449,12,0.19999999999998,13.124054475391533,10,0.9999999999995,0.012226941574679618,2,0.9999999999995,0.012226941574679618,2
162,3,"[74, 84, 89]",0.24999999999997916,14.151426949370492,12,0.3333333333332963,14.558315114766796,9,0.9999999999996666,0.013200096868742977,3,0.9999999999996666,0.013200096868742977,3
163,2,"[48, 80]",0.16666666666665278,10.728572256059529,12,0.19999999999998,10.268790443967436,10,0.9999999999995,0.012107349236455598,2,0.9999999999995,0.012107349236455598,2
164,4,"[46, 53, 80, 90]",0.33333333333330556,7.5023816614509355,12,0.29999999999997,9.53030193834223,10,0.99999999999975,0.010073309465770456,4,0.99999999999975,0.010073309465770456,4
165,6,"[49, 55, 57, 59, 83, 94]",0.41666666666663194,13.991505379719039,12,0.49999999999995,8.608971037336437,10,0.9999999999998334,0.009861386997258166,6,0.5714285714284898,2.3130420588713725,7
166,6,"[39, 43, 47, 65, 70, 81]",0.33333333333330556,13.299314692133066,12,0.3333333333332963,9.596581043430922,9,0.79999999999984,2.9011678273195454,5,0.9999999999998334,0.022076895149008836,6
167,5,"[53, 57, 59, 62, 91]",0.41666666666663194,12.782039172993157,12,0.3333333333332963,11.164243483641686,9,0.9999999999997999,0.01695964959836063,5,0.9999999999997999,0.01695964959836063,5
168,2,"[45, 55]",0.08333333333332639,19.855865358751,12,0.22222222222219754,8.812285088947162,9,0.9999999999995,0.013666253845720863,2,0.9999999999995,0.013666253845720863,2
169,5,"[46, 51, 56, 80, 84]",0.33333333333330556,6.444754555132826,12,0.29999999999997,10.509782352335156,10,0.9999999999997999,0.016322401782490486,5,0.9999999999997999,0.016322401782490486,5
170,2,"[41, 56]",0.09090909090908264,28.646578890384998,11,0.11111111111109877,10.810354976433848,9,0.9999999999995,0.012878992649237834,2,0.9999999999995,0.012878992649237834,2
171,4,"[50, 62, 67, 70]",0.33333333333330556,6.510072040021401,12,0.44444444444439507,6.3887760824457684,9,0.99999999999975,0.010521610962929126,4,0.99999999999975,0.01052161228293532,4
172,5,"[65, 73, 75, 82, 86]",0.41666666666663194,8.125346781650137,12,0.44444444444439507,13.41815162844319,9,0.9999999999997999,0.012793578959855315,5,0.9999999999997999,0.012793578959855315,5
173,3,"[66, 76, 91]",0.24999999999997916,10.516018186519924,12,0.3333333333332963,9.04329924142625,9,0.9999999999996666,0.013845581838278227,3,0.9999999999996666,0.013845581838278227,3
174,6,"[37, 40, 49, 61, 62, 81]",0.24999999999997916,22.491966059943234,12,0.44444444444439507,11.96559776093431,9,0.8333333333331945,2.670092353449643,6,0.8333333333331945,2.6700924108259545,6
175,3,"[73, 77, 82]",0.24999999999997916,12.307876019262588,12,0.3333333333332963,8.881458939328233,9,0.9999999999996666,0.01067052463871928,3,0.9999999999996666,0.01067052463871928,3
176,5,"[39, 64, 65, 79, 95]",0.41666666666663194,12.891190796023594,12,0.3333333333332963,13.943082913214544,9,0.9999999999997999,0.014783977549091162,5,0.6666666666665555,2.274895273830348,6
177,5,"[46, 52, 60, 85, 93]",0.33333333333330556,16.856606969381538,12,0.3333333333332963,10.563031321505918,9,0.9999999999997999,0.017466208825617682,5,0.3333333333332963,5.513381617658135,9
178,4,"[36, 50, 60, 70]",0.16666666666665278,14.605653396903831,12,0.27272727272724795,8.707692549006856,11,0.99999999999975,0.01844301191160724,4,0.09090909090908264,6.976344472611446,11
179,4,"[50, 63, 76, 79]",0.16666666666665278,19.759734179124766,12,0.3333333333332963,10.732421212589598,9,0.99999999999975,0.00932780258622314,4,0.37499999999995315,4.209610272241144,8
180,2,"[42, 46]",0.16666666666665278,33.16948035332509,12,0.09090909090908264,10.32584173539207,11,0.9999999999995,0.020072680063410123,2,0.9999999999995,0.020072680063410123,2
181,5,"[41, 42, 57, 86, 92]",0.24999999999997916,18.19912572580209,12,0.19999999999998,20.07772692280117,10,0.9999999999997999,0.01529232505264095,5,0.9999999999997999,0.015292322937101773,5
182,4,"[40, 65, 79, 84]",0.33333333333330556,10.58456764627132,12,0.3333333333332963,9.693273618726002,9,0.99999999999975,0.016108870973682365,4,0.99999999999975,0.016108870973682365,4
183,2,"[77, 95]",0.19999999999998,17.672005399406494,10,0.9999999999995,0.01869023099588403,2,0.9999999999995,0.01869023099588403,2,0.9999999999995,0.01869023099588403,2
184,3,"[36, 69, 74]",0.24999999999997916,14.528628226340109,12,0.22222222222219754,9.098140067015802,9,0.6666666666664445,1.0938334258352032,3,0.9999999999996666,0.014747720827068475,3
185,3,"[58, 84, 92]",0.24999999999997916,13.813115835433319,12,0.3333333333332963,15.574437599953487,9,0.9999999999996666,0.01739755073838347,3,0.9999999999996666,0.01739755073838347,3
186,5,"[43, 62, 63, 68, 69]",0.33333333333330556,8.481040601509815,12,0.29999999999997,8.032931368340565,10,0.9999999999997999,0.015409768243551511,5,0.9999999999997999,0.015409768243551511,5
187,4,"[79, 82, 87, 90]",0.33333333333330556,17.90051753027447,12,0.39999999999996,21.505436671982714,10,0.99999999999975,0.02135025295613456,4,0.99999999999975,0.02135025295613456,4
188,2,"[60, 73]",0.08333333333332639,21.833991761377924,12,0.11111111111109877,16.261572733866664,9,0.9999999999995,0.01243881057570467,2,0.9999999999995,0.01243881057570467,2
189,6,"[40, 52, 67, 74, 86, 89]",0.4999999999999583,10.521035422038526,12,0.29999999999997,10.574487728268684,10,0.9999999999998334,0.011020095221355587,6,0.9999999999998334,0.011020095221355587,6
190,2,"[50, 60]",0.08333333333332639,25.035900951410298,12,0.22222222222219754,12.410553720865243,9,0.9999999999995,0.0174482010581137,2,0.9999999999995,0.0174482010581137,2
191,3,"[75, 77, 91]",0.24999999999997916,14.501051581303477,12,0.29999999999997,18.900249837712177,10,0.9999999999996666,0.01797264254308226,3,0.9999999999996666,0.01797264254308226,3
192,4,"[36, 48, 74, 83]",0.33333333333330556,12.469719992159304,12,0.18181818181816528,12.189858810354007,11,0.99999999999975,0.018961341687099904,4,0.99999999999975,0.018961341687099904,4
193,3,"[40, 84, 88]",0.24999999999997916,16.68635549393019,12,0.19999999999998,15.945746725235322,10,0.9999999999996666,0.017916021636307275,3,0.6666666666664445,2.1300087103720635,3
194,5,"[53, 56, 88, 92, 96]",0.41666666666663194,19.04002590134363,12,0.18181818181816528,22.774380740386743,11,0.9999999999997999,0.020933153076241905,5,0.9999999999997999,0.020933153076241905,5
195,6,"[52, 55, 57, 77, 80, 82]",0.4999999999999583,7.362118837225811,12,0.49999999999995,4.560334318126175,10,0.8333333333331945,1.4449881013755375,6,0.9999999999998334,0.007195482261115758,6
196,3,"[86, 87, 89]",0.24999999999997916,12.70817524411152,12,0.22222222222219754,24.65782467209323,9,0.9999999999996666,0.014841212780106203,3,0.9999999999996666,0.014841212780106203,3
197,5,"[40, 45, 66, 76, 81]",0.33333333333330556,11.583103965505218,12,0.45454545454541323,5.402209847684309,11,0.9999999999997999,0.015590084504642242,5,0.9999999999997999,0.015590084504642242,5
198,3,"[47, 77, 87]",0.24999999999997916,11.0489082446165,12,0.19999999999998,18.93340334743875,10,0.9999999999996666,0.015597429162529984,3,0.9999999999996666,0.015597429162529984,3
199,5,"[45, 49, 72, 89, 90]",0.41666666666663194,10.467242770412176,12,0.3333333333332963,9.325440011763364,9,0.9999999999997999,0.008369997624125861,5,0.9999999999997999,0.008369997968133647,5
